,contextFold,contrafold,e2efold,ipknot,mxfold,mxfold2,rna-state-inf,rna-structure,rnafold,spot-rna,ufold
1JZV_1_D-C,0.471,0.471,0.408,0.471,0.73,0.471,0.471,0.471,0.471,0.471,0.471
1K1G_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1K2G_1_A,0.645,0.5,0.0,0.433,0.645,0.645,0.5,0.5,0.5,0.516,0.764
1K4A_1_A,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.816,0.913,1.0,0.913
1K4B_1_A,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.894,1.0,1.0,1.0
1K5I_2_A,0.905,0.905,0.492,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905
1K6G_2_A,0.894,0.949,0.239,0.949,0.949,0.949,0.949,0.949,0.949,0.949,0.949
1K6H_1_A,0.832,0.832,0.453,0.832,0.832,0.832,0.832,0.832,0.832,0.832,0.832
1K73_1_B,0.707,0.627,0.707,0.636,0.6,0.603,0.612,0.319,0.627,0.761,0.707
1K8A_1_B,0.702,0.623,0.702,0.631,0.595,0.599,0.608,0.317,0.623,0.755,0.702
1K8S_1_A-B,0.877,0.961,0.098,0.877,0.877,0.877,0.877,0.832,0.877,0.92,0.961
1K8W_1_B,0.935,0.935,0.25,0.935,0.935,0.935,0.935,0.935,0.935,0.935,0.935
1K9M_1_B,0.713,0.632,0.713,0.641,0.605,0.608,0.617,0.322,0.632,0.767,0.713
1K9W_1_B,0.926,0.926,0.169,0.926,0.926,0.926,0.926,0.926,0.926,1.0,0.926
1K9W_1_D,0.866,0.866,0.158,0.866,0.866,0.866,0.866,0.866,0.866,0.875,0.866
1KAJ_1_A,0.645,0.0,0.0,0.645,0.0,0.645,0.589,0.577,0.589,0.714,0.822
1KC8_1_B,0.702,0.623,0.702,0.631,0.595,0.599,0.608,0.317,0.623,0.755,0.702
1KD1_1_B,0.713,0.632,0.713,0.641,0.605,0.608,0.617,0.322,0.632,0.767,0.713
1KD3_1_A-B,0.548,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.447,0.0
1KD4_1_A-B,0.548,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.447,0.0
1KD5_1_A-B,0.548,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,0.447,0.0
1KH6_1_A,0.728,0.49,0.14,0.429,0.49,0.471,0.471,0.219,0.874,0.807,0.537
1KIS_1_A,0.845,0.845,0.378,0.845,0.845,0.845,0.845,0.756,0.845,0.845,0.845
1KKA_1_A,0.745,0.882,0.333,0.816,0.68,0.882,0.816,0.816,0.882,0.882,0.756
1KKS_1_A,0.866,0.935,0.204,0.866,0.935,0.935,0.935,0.866,0.935,0.935,0.935
1KOC_1_B-A,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.0,0.0,0.103,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0
1KOG_1_I,0.775,0.777,0.085,0.806,0.744,0.806,0.806,0.775,0.806,0.837,0.777
1KOG_1_J,0.775,0.777,0.085,0.806,0.744,0.806,0.806,0.775,0.806,0.837,0.777
1KOG_1_K,0.804,0.807,0.092,0.84,0.77,0.84,0.84,0.84,0.84,0.84,0.807
1KOG_1_L,0.756,0.758,0.082,0.787,0.726,0.787,0.787,0.756,0.787,0.816,0.758
1KOG_1_M,0.756,0.758,0.082,0.787,0.726,0.787,0.787,0.756,0.787,0.816,0.758
1KOG_1_N,0.775,0.777,0.085,0.806,0.744,0.806,0.806,0.775,0.806,0.837,0.777
1KOG_1_O,0.795,0.797,0.087,0.827,0.764,0.827,0.827,0.795,0.827,0.858,0.797
1KOG_1_P,0.775,0.777,0.085,0.806,0.744,0.806,0.806,0.775,0.806,0.837,0.777
1KOS_1_A,0.913,0.913,0.0,0.913,0.913,0.913,0.913,0.816,0.913,0.913,0.913
1KP7_1_A,0.775,0.775,0.115,0.775,0.683,0.775,0.775,0.73,0.775,0.778,0.778
1KPD_1_A,0.589,0.655,0.0,0.589,0.0,0.645,0.655,0.645,0.655,0.612,0.913
1KPY_3_A,0.341,0.466,0.093,0.466,0.466,0.466,0.466,0.466,0.466,0.528,0.528
1KPZ_1_A,0.356,0.488,0.098,0.488,0.488,0.488,0.488,0.488,0.488,0.552,0.552
1KQS_1_9,0.702,0.623,0.702,0.631,0.595,0.599,0.608,0.317,0.623,0.755,0.702
1KUQ_1_B,0.696,0.511,0.161,0.457,0.671,0.767,0.569,0.279,0.569,0.872,0.525
1KXK_1_A,0.861,0.697,0.162,0.697,0.745,0.733,0.697,0.697,0.697,0.845,0.826
1L1C_1_C,0.619,0.791,0.0,0.707,0.707,0.791,0.791,0.707,0.667,0.866,0.829
1L1W_1_A,0.791,0.791,0.204,0.791,0.791,0.791,0.791,0.75,0.791,0.632,0.791
1L2X_1_A,0.51,0.559,0.125,0.559,0.559,0.559,0.559,0.559,0.559,0.667,0.667
1L3D_1_A,0.546,0.598,0.134,0.598,0.598,0.598,0.598,0.598,0.598,0.713,0.713
1L8V_1_A,0.7,0.674,0.031,0.693,0.583,0.587,0.624,0.541,0.665,0.555,0.665
1L8V_1_B,0.687,0.661,0.031,0.68,0.573,0.576,0.613,0.531,0.652,0.545,0.652
1L9A_1_B,0.773,0.697,0.0,0.637,0.578,0.773,0.773,0.773,0.47,0.567,0.631
1LC4_1_A-B,0.858,0.918,0.173,0.761,0.761,0.858,0.858,0.7,0.736,0.827,0.797
1LC6_7_A,0.853,0.853,0.0,0.853,0.798,0.853,0.853,0.798,0.853,0.853,0.853
1LDZ_3_A,0.745,0.745,0.136,0.745,0.745,0.745,0.745,0.707,0.745,0.748,0.745
1LMV_1_B-A,0.645,0.866,0.289,0.645,0.764,0.764,0.764,0.707,0.764,0.816,0.816
1LNG_1_B,0.808,0.794,0.0,0.678,0.794,0.794,0.808,0.39,0.808,0.822,0.657
1LNT_1_A-B,0.0,0.0,0.174,0.0,0.0,0.302,0.0,0.0,0.0,0.174,0.0
1LU3_1_A,0.866,0.866,0.0,0.866,0.866,0.866,0.866,0.866,0.866,1.0,0.866
1LVJ_2_A,0.877,0.92,0.21,0.92,0.92,0.92,0.92,0.877,0.92,0.881,0.92
1M1K_1_B,0.707,0.627,0.707,0.636,0.6,0.603,0.612,0.319,0.627,0.761,0.707
1M5K_1_B,0.695,0.695,0.0,0.745,0.65,0.745,0.667,0.476,0.7,0.535,0.68
1M5K_1_E,0.715,0.715,0.0,0.767,0.669,0.767,0.686,0.49,0.72,0.551,0.7
1M5L_1_A,0.775,0.775,0.4,0.566,0.707,0.775,0.775,0.742,0.775,0.751,0.806
1M5O_1_B,0.715,0.715,0.0,0.767,0.687,0.767,0.686,0.49,0.72,0.551,0.729
1M5O_1_E,0.726,0.726,0.0,0.778,0.698,0.778,0.696,0.497,0.731,0.559,0.74
1M5P_1_B,0.705,0.705,0.0,0.756,0.677,0.756,0.676,0.483,0.71,0.543,0.718
1M5P_1_E,0.737,0.737,0.0,0.791,0.708,0.791,0.707,0.505,0.742,0.583,0.751
1M5V_1_B,0.726,0.726,0.0,0.778,0.698,0.778,0.696,0.497,0.731,0.559,0.74
1M5V_1_E,0.726,0.726,0.0,0.778,0.698,0.778,0.696,0.497,0.731,0.559,0.74
1M82_1_A,0.816,0.816,0.129,0.816,0.816,0.816,0.816,0.775,0.816,0.856,0.856
1M90_1_B,0.702,0.623,0.702,0.631,0.595,0.599,0.608,0.317,0.623,0.755,0.702
1MFJ_1_A,0.798,0.798,0.0,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.853
1MFK_1_A,0.843,1.0,0.316,0.949,0.894,0.949,0.949,0.949,0.949,1.0,1.0
1MFQ_1_A,0.813,0.643,0.034,0.689,0.616,0.813,0.712,0.584,0.562,0.562,0.683
1MFY_1_A,0.756,0.802,0.109,0.802,0.756,0.802,0.756,0.756,0.802,0.802,0.845
1MHK_1_L-S,0.745,0.816,0.385,0.816,0.816,0.816,0.0,0.745,0.816,0.816,0.816
1MIS_1_A-B,0.522,0.739,0.0,0.0,0.603,0.603,0.603,0.0,0.603,0.739,0.739
1MJ1_1_C,0.342,0.48,0.071,0.414,0.355,0.804,0.33,0.196,0.33,0.606,0.402
1MJ1_1_D,0.39,0.521,0.07,0.455,0.405,0.836,0.377,0.191,0.377,0.646,0.442
1MJI_1_C,0.75,0.75,0.25,0.75,0.707,0.75,0.75,0.707,0.75,0.75,0.791
1MJI_1_D,0.728,0.728,0.243,0.728,0.686,0.728,0.728,0.686,0.728,0.728,0.767
1ML5_1_B,0.0,0.48,0.071,0.414,0.355,0.804,0.33,0.196,0.33,0.606,0.402
1MME_1_B-A,0.298,0.777,0.169,0.283,0.283,0.337,0.283,0.298,0.283,0.674,0.539
1MME_1_D-C,0.314,0.819,0.178,0.298,0.298,0.355,0.298,0.314,0.298,0.711,0.569
1MMS_1_C,0.576,0.576,0.183,0.576,0.639,0.613,0.576,0.548,0.576,0.632,0.576
1MMS_1_D,0.576,0.576,0.183,0.576,0.639,0.613,0.576,0.548,0.576,0.632,0.576
1MNB_1_B,0.832,0.92,0.37,0.877,0.832,0.92,0.92,0.877,0.92,0.92,0.92
1MNX_5_A,0.795,0.858,0.162,0.795,0.761,0.827,0.795,0.761,0.795,1.0,0.858
1MSY_1_A,0.62,0.74,0.113,0.686,0.74,0.686,0.686,0.629,0.686,0.836,0.74
1MT4_4_A,0.756,0.756,0.239,0.756,0.713,0.756,0.756,0.756,0.756,0.756,0.802
1MUV_1_A-B,0.612,0.791,0.0,0.612,0.612,0.791,0.791,0.707,0.791,0.707,0.791
1MV1_1_A-B,0.707,1.0,0.577,0.913,0.913,0.913,0.913,0.816,0.913,0.913,1.0
1MV2_1_A-B,0.707,1.0,0.577,0.913,0.913,0.913,0.913,0.816,0.913,0.913,1.0
1MV6_1_A-B,0.816,1.0,0.0,0.913,0.913,0.913,0.913,0.816,0.913,1.0,1.0
1MWG_1_A-B,0.612,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1MWL_1_A-B,0.882,0.943,0.178,0.782,0.782,0.882,0.882,0.719,0.756,0.85,0.819
1MY9_1_A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1MY9_1_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1MZP_1_B,0.681,0.472,0.189,0.441,0.367,0.681,0.456,0.262,0.262,0.886,0.39
1N32_1_Y-Z,0.756,0.756,0.0,0.756,0.756,0.756,0.756,0.655,0.756,0.756,0.567
1N33_1_Y-Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.0
1N35_1_C-B,0.756,0.845,0.535,0.845,0.845,0.845,0.845,0.756,0.845,0.845,0.845
1N53_1_A-B,0.62,0.462,0.416,0.62,0.62,0.566,0.524,0.453,0.524,0.524,0.524
1N66_1_A,0.798,0.798,0.0,0.798,0.798,0.798,0.798,0.739,0.798,0.905,0.798
1N77_1_C,0.775,0.757,0.775,0.757,0.721,0.757,0.577,0.553,0.757,0.828,0.775
1N77_1_D,0.775,0.757,0.775,0.757,0.721,0.757,0.577,0.553,0.757,0.828,0.775
1N78_1_C,0.775,0.757,0.775,0.757,0.721,0.757,0.577,0.553,0.757,0.828,0.775
1N78_1_D,0.786,0.768,0.786,0.768,0.731,0.768,0.585,0.561,0.768,0.84,0.786
1N8R_1_B,0.707,0.627,0.707,0.636,0.6,0.603,0.612,0.319,0.627,0.761,0.707
1N8X_1_A,0.907,0.907,0.153,0.907,0.907,0.907,0.778,0.907,0.907,0.907,0.907
1NA2_1_A,0.655,0.756,0.239,0.655,0.655,0.756,0.756,0.707,0.756,0.756,0.756
1NBK_1_A,0.874,0.874,0.183,0.874,0.804,0.874,0.874,0.84,0.874,0.907,0.874
1NBR_10_A,0.655,0.886,0.12,0.886,0.845,0.886,0.886,0.845,0.886,0.926,0.926
1NBS_1_A,0.666,0.508,0.029,0.387,0.501,0.445,0.411,0.445,0.398,0.636,0.382
1NBS_1_B,0.707,0.384,0.047,0.406,0.53,0.494,0.387,0.216,0.549,0.492,0.53
1NC0_2_A,0.816,0.866,0.289,0.866,0.816,0.866,0.866,0.816,0.866,0.866,0.866
1NEM_1_A,0.949,0.949,0.183,0.949,0.949,0.949,0.949,0.894,0.949,0.949,0.949
1NJI_1_B,0.713,0.632,0.713,0.641,0.605,0.608,0.617,0.322,0.632,0.767,0.713
1NJM_1_5,0.894,1.0,0.0,0.949,0.949,0.949,0.949,0.894,0.949,1.0,1.0
1NJP_1_5,0.816,0.913,0.0,0.866,0.866,0.866,0.866,0.816,0.866,0.913,0.913
1NKW_1_9,0.595,0.737,0.711,0.69,0.388,0.75,0.623,0.329,0.666,0.742,0.711
1NLC_1_B-A,0.776,0.894,0.163,0.849,0.849,0.849,0.849,0.825,0.849,0.873,0.894
1NTA_1_A-B,0.291,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.145
1NTB_1_A-B,0.306,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.153
1NUJ_1_A-B,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
1NUJ_1_C-D,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
1NUJ_1_E-F,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
1NUJ_1_G-H,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
1NUV_1_A-B,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
1NUV_1_C-D,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
1NUV_1_E-F,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
1NUV_1_G-H,0.0,0.444,0.0,0.707,0.408,0.354,0.354,0.882,0.354,0.667,0.596
1NWX_1_9,0.595,0.737,0.711,0.69,0.388,0.75,0.623,0.329,0.666,0.742,0.711
1NWY_1_9,0.595,0.737,0.711,0.69,0.388,0.75,0.623,0.329,0.666,0.742,0.711
1NYB_1_B,0.905,0.905,0.0,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905
1NYI_1_B-A,0.208,0.277,0.173,0.277,0.265,0.277,0.277,0.0,0.277,0.636,0.553
1NZ1_1_A,0.894,0.894,0.0,0.894,0.837,0.894,0.894,0.837,0.894,0.949,0.894
1O0B_1_B,0.759,0.759,0.465,0.653,0.759,0.759,0.342,0.195,0.759,0.853,0.759
1O0C_1_B,0.759,0.759,0.465,0.653,0.759,0.759,0.342,0.195,0.759,0.853,0.759
1O15_1_A,0.791,0.75,0.25,0.678,0.661,0.75,0.75,0.707,0.75,0.794,0.754
1O3Z_1_B-A,0.761,0.877,0.16,0.832,0.832,0.832,0.832,0.809,0.832,0.856,0.877
1O9M_1_A-B,0.837,0.894,0.169,0.742,0.742,0.837,0.837,0.707,0.717,0.775,0.777
1OB2_1_B,0.481,0.456,0.0,0.375,0.382,0.818,0.369,0.187,0.369,0.632,0.515
1OLN_1_C,0.576,0.576,0.183,0.576,0.639,0.613,0.576,0.548,0.576,0.632,0.576
1OOA_1_C,0.784,0.832,0.113,0.832,0.832,0.832,0.832,0.784,0.832,0.877,0.832
1OOA_1_D,0.816,0.866,0.118,0.866,0.866,0.866,0.866,0.816,0.866,0.822,0.866
1OQ0_1_A,0.913,1.0,0.0,0.913,0.913,1.0,0.913,0.913,1.0,0.913,1.0
1OSW_3_A,0.837,0.837,0.365,0.671,0.837,0.837,0.837,0.775,0.837,0.783,0.894
1OW9_1_A,0.798,0.798,0.27,0.798,0.798,0.798,0.798,0.739,0.798,0.853,0.798
1P5M_10_A,0.775,0.796,0.289,0.775,0.708,0.775,0.796,0.753,0.796,0.775,0.816
1P5N_8_A,0.674,0.674,0.174,0.674,0.522,0.64,0.674,0.64,0.674,0.707,0.707
1P5O_2_A,0.692,0.723,0.0,0.722,0.0,0.451,0.451,0.189,0.737,0.343,0.737
1P5P_1_A,0.724,0.757,0.0,0.756,0.0,0.472,0.472,0.197,0.772,0.359,0.772
1P6V_1_B,0.795,0.795,0.094,0.795,0.795,0.795,0.795,0.797,0.795,0.946,0.827
1P6V_1_D,0.843,0.783,0.316,0.837,0.894,0.843,0.837,0.837,0.837,0.894,0.894
1PBM_1_A-B,0.707,1.0,0.707,0.816,0.816,0.816,0.707,0.707,0.816,0.707,1.0
1PBR_1_A,0.802,0.802,0.12,0.756,0.756,0.802,0.802,0.756,0.802,0.886,0.845
1PJY_1_A,0.949,0.949,0.0,0.949,0.894,0.894,0.949,0.894,0.949,0.949,0.949
1Q29_1_B-A,0.199,0.265,0.0,0.265,0.255,0.265,0.265,0.0,0.265,0.368,0.265
1Q2R_1_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1Q2R_1_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1Q2S_1_E,0.913,1.0,0.408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1Q2S_1_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1Q75_1_A,0.816,0.913,0.0,0.913,0.913,0.913,0.913,0.816,0.913,0.913,1.0
1Q7Y_1_B,0.713,0.632,0.713,0.641,0.605,0.608,0.617,0.322,0.632,0.767,0.713
1Q81_1_B,0.707,0.627,0.707,0.636,0.6,0.603,0.612,0.319,0.627,0.761,0.707
1Q82_1_B,0.707,0.627,0.707,0.636,0.6,0.603,0.612,0.319,0.627,0.761,0.707
1Q86_1_B,0.702,0.623,0.702,0.631,0.595,0.599,0.608,0.317,0.623,0.755,0.702
1Q8N_1_A,0.707,0.769,0.242,0.707,0.707,0.769,0.769,0.739,0.769,0.739,0.769
1Q93_1_A,0.524,0.679,0.416,0.62,0.629,0.62,0.679,0.453,0.588,0.555,0.588
1Q93_1_B,0.524,0.679,0.416,0.62,0.629,0.62,0.679,0.453,0.588,0.555,0.588
1Q93_1_C,0.524,0.679,0.416,0.62,0.629,0.62,0.679,0.453,0.588,0.555,0.588
1Q96_1_A,0.62,0.62,0.0,0.62,0.629,0.62,0.62,0.555,0.62,0.49,0.566
1Q96_1_B,0.598,0.598,0.0,0.598,0.606,0.598,0.598,0.535,0.598,0.472,0.546
1Q96_1_C,0.62,0.62,0.0,0.62,0.629,0.62,0.62,0.555,0.62,0.49,0.566
1Q9A_1_A,0.645,0.714,0.0,0.655,0.714,0.655,0.714,0.655,0.714,0.714,0.764
1QA6_1_C,0.709,0.709,0.2,0.709,0.537,0.39,0.39,0.732,0.709,0.629,0.586
1QA6_1_D,0.709,0.709,0.2,0.709,0.537,0.39,0.39,0.732,0.709,0.629,0.586
1QBP_1_A-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1QC0_1_B-A,0.816,1.0,0.0,0.882,0.882,0.882,0.882,0.882,0.882,0.943,0.943
1QC0_1_C-D,0.946,1.0,0.281,0.946,0.946,0.946,0.946,0.918,0.946,0.973,1.0
1QC8_1_A,0.746,0.858,0.369,0.858,0.804,0.858,0.798,0.798,0.858,0.858,0.858
1QCU_1_A-B,0.905,1.0,0.426,0.905,0.905,0.905,0.905,0.905,0.905,0.539,0.746
1QCU_1_C-D,0.0,1.0,0.174,0.905,0.0,0.853,0.905,0.0,0.0,0.704,0.64
1QD3_1_A,0.913,0.913,0.436,0.913,0.913,0.913,0.913,0.866,0.913,0.87,0.87
1QES_1_A-B,0.707,1.0,0.53,0.866,0.612,0.707,0.0,0.0,0.0,0.707,0.935
1QET_1_A-B,0.775,0.894,0.447,0.775,0.707,0.775,0.775,0.707,0.775,0.837,0.837
1QF6_1_B,0.683,0.598,0.0,0.475,0.602,0.628,0.628,0.245,0.628,0.783,0.558
1QFQ_1_A,0.913,0.913,0.0,0.913,0.73,0.913,0.913,0.913,0.913,0.913,0.73
1QRS_1_B,0.759,0.759,0.465,0.653,0.759,0.759,0.342,0.584,0.759,0.853,0.759
1QRT_1_B,0.759,0.759,0.465,0.653,0.759,0.759,0.342,0.584,0.759,0.853,0.759
1QRU_1_B,0.771,0.771,0.472,0.663,0.771,0.771,0.347,0.593,0.771,0.866,0.771
1QTQ_1_B,0.759,0.759,0.465,0.653,0.759,0.759,0.342,0.195,0.759,0.853,0.759
1QU2_1_T,0.778,0.779,0.798,0.722,0.798,0.798,0.239,0.391,0.239,0.888,0.798
1QU3_1_T,0.778,0.779,0.798,0.722,0.798,0.798,0.239,0.391,0.239,0.888,0.798
1QVF_1_3,0.707,0.707,0.0,0.0,0.0,0.707,0.0,0.0,0.0,0.866,0.0
1QVF_1_9,0.707,0.627,0.707,0.636,0.6,0.603,0.612,0.319,0.627,0.761,0.707
1QVG_1_9,0.724,0.642,0.724,0.651,0.614,0.618,0.627,0.327,0.642,0.779,0.724
1QWA_1_A,0.816,0.943,0.0,0.816,0.943,0.943,0.943,0.882,0.943,0.882,1.0
1QWB_4_A,0.707,0.707,0.167,0.707,0.707,0.707,0.707,0.645,0.707,0.714,0.764
1QZW_1_B,0.674,0.674,0.0,0.321,0.674,0.707,0.707,0.0,0.707,0.771,0.643
1QZW_1_D,0.674,0.674,0.0,0.321,0.674,0.707,0.707,0.0,0.707,0.771,0.643
1QZW_1_F,0.674,0.674,0.0,0.321,0.674,0.707,0.707,0.0,0.707,0.771,0.643
1QZW_1_H,0.674,0.674,0.0,0.321,0.674,0.707,0.707,0.0,0.707,0.771,0.643
1R2P_9_A,0.85,0.819,0.25,0.819,0.819,0.819,0.819,0.784,0.819,0.852,0.819
1R3E_1_C,0.845,0.845,0.0,0.845,0.845,0.845,0.845,0.756,0.845,0.845,0.845
1R3E_1_D-E,0.0,0.714,0.094,0.429,0.0,0.617,0.617,0.564,0.617,0.0,0.714
1R4H_1_A,0.707,0.707,0.0,0.707,0.707,0.707,0.707,0.0,0.707,0.866,0.866
1R7W_12_A,0.926,0.926,0.378,0.926,0.849,0.926,0.926,0.886,0.926,0.926,0.926
1R7Z_5_A,0.894,0.894,0.274,0.894,0.894,0.894,0.894,0.856,0.894,0.894,0.82
1R9S_1_R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1RAW_1_A,0.728,0.307,0.0,0.566,0.767,0.767,0.307,0.307,0.307,0.77,0.439
1RC7_1_B-C,0.894,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.949,0.837
1RC7_1_D-E,0.894,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.949,0.837
1RFR_3_A,0.816,0.816,0.115,0.816,0.775,0.816,0.816,0.775,0.816,0.894,0.856
1RHT_1_A,0.615,0.746,0.0,0.746,0.615,0.684,0.746,0.746,0.746,0.746,0.746
1RKJ_1_B,0.926,1.0,0.0,0.926,1.0,1.0,1.0,0.926,1.0,0.926,1.0
1RLG_1_C,0.0,0.0,0.25,0.0,0.354,0.577,0.354,0.354,0.0,0.354,0.0
1RLG_1_D,0.0,0.0,0.25,0.0,0.354,0.577,0.354,0.354,0.0,0.354,0.0
1RMN_1_A,0.816,0.794,0.33,0.845,0.845,0.845,0.845,0.845,0.845,0.9,0.873
1RNA_1_A-B,0.856,0.966,0.091,0.894,0.894,0.894,0.894,0.856,0.856,0.894,0.931
1RNG_1_A,0.707,0.707,0.354,0.707,0.707,0.707,0.707,0.0,0.707,0.791,0.791
1RNK_1_A,0.559,0.472,0.0,0.75,0.567,0.559,0.472,0.567,0.472,0.791,0.794
1ROQ_1_A,0.913,0.913,0.0,0.913,0.816,0.913,0.913,0.816,0.913,1.0,1.0
1RPU_1_C-D,0.922,0.949,0.3,0.922,0.922,0.922,0.922,0.894,0.922,0.949,0.949
1RRR_1_A-B,0.837,1.0,0.0,0.894,0.894,0.894,0.894,0.837,0.894,0.949,0.837
1RXB_1_A-B,0.866,1.0,0.204,0.866,0.866,0.866,0.866,0.791,0.866,0.935,1.0
1RY1_1_A,0.813,0.643,0.034,0.689,0.616,0.813,0.712,0.584,0.562,0.562,0.683
1RY1_1_E,0.845,0.845,0.098,0.772,0.583,0.845,0.787,0.0,0.845,0.666,0.845
1RY1_1_N-M,0.707,0.791,0.0,0.581,0.645,0.868,0.839,0.0,0.868,0.289,0.813
1RY1_1_O-P,0.943,0.972,0.0,0.943,0.972,0.943,0.943,0.972,0.972,0.972,0.972
1RY1_1_Q-R,1.0,0.772,0.218,0.772,0.772,0.714,0.772,0.772,0.772,0.772,0.772
1S03_1_A,0.746,0.724,0.302,0.661,0.771,0.854,0.827,0.8,0.827,0.672,0.854
1S03_1_B,0.73,0.688,0.295,0.626,0.73,0.813,0.786,0.759,0.786,0.639,0.813
1S2F_1_A,0.949,0.949,0.141,0.775,0.717,0.949,0.949,0.894,0.949,0.894,0.949
1S34_1_A,0.949,0.949,0.141,0.775,0.717,0.949,0.949,0.894,0.949,0.894,0.949
1S72_1_9,0.707,0.627,0.707,0.636,0.6,0.603,0.612,0.319,0.627,0.761,0.707
1S9S_4_A,0.769,0.802,0.033,0.791,0.744,0.802,0.791,0.601,0.802,0.668,0.802
1SA9_1_A-B,0.612,0.866,0.25,0.612,0.612,0.707,0.707,0.0,0.707,0.707,0.791
1SA9_1_C-D,0.612,0.866,0.25,0.612,0.612,0.707,0.707,0.0,0.707,0.707,0.791
1SCL_4_A,0.679,0.647,0.113,0.679,0.734,0.734,0.734,0.62,0.555,0.753,0.784
1SDR_1_A-B,0.832,0.961,0.124,0.877,0.877,0.877,0.877,0.832,0.877,0.92,0.92
1SDR_1_C-D,0.832,0.961,0.124,0.877,0.877,0.877,0.877,0.832,0.877,0.92,0.92
1SDS_1_D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1SDS_1_E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1SDS_1_F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1SER_1_T,0.416,0.09,0.0,0.101,0.0,0.219,0.175,0.666,0.385,0.37,0.101
1SJ3_1_R,0.404,0.261,0.0,0.145,0.261,0.624,0.0,0.0,0.0,0.462,0.275
1SJ4_1_R,0.399,0.257,0.0,0.143,0.257,0.615,0.0,0.0,0.0,0.456,0.271
1SJF_1_B,0.0,0.254,0.0,0.142,0.254,0.607,0.0,0.0,0.0,0.39,0.319
1SLO_1_A,0.935,0.935,0.408,0.791,0.791,0.935,0.866,0.866,0.866,0.935,0.935
1SLP_1_A,1.0,1.0,0.436,0.845,0.845,1.0,0.926,0.926,0.926,1.0,1.0
1SM1_1_9,0.65,0.775,0.799,0.725,0.408,0.764,0.655,0.346,0.7,0.743,0.799
1SY4_5_A,0.894,0.894,0.0,0.894,0.837,0.894,0.894,0.837,0.894,0.894,0.894
1SYZ_2_A,0.853,0.853,0.0,0.853,0.798,0.853,0.853,0.798,0.853,0.853,0.853
1SZ1_1_E,0.377,0.506,0.07,0.442,0.39,0.836,0.365,0.191,0.365,0.646,0.431
1SZ1_1_F,0.377,0.506,0.07,0.442,0.39,0.836,0.365,0.191,0.365,0.646,0.431
1SZY_1_A,0.882,0.882,0.192,0.882,0.882,0.882,0.882,0.816,0.882,0.882,0.882
1T0D_1_A-B,0.845,0.964,0.134,0.845,0.886,0.926,0.886,0.845,0.926,0.926,0.964
